estimator,feature_engineer,loss,accuracy,cost_time,best_iterations,budget
tabular_nn,select.boruta,0.376294,0.6237057728119181,6.96513,"[28, 23, 21, 27, 33]",1
tabular_nn,select.boruta,0.376387,0.6236126629422719,26.1178,"[31, 43, 40, 48, 65]",1
tabular_nn,generate.autofeat,0.378535,0.6214649286157666,13.4066,"[81, 26, 11, 20, 31]",1
tabular_nn,operate.keep_going,0.414264,0.5857355679702049,25.753,"[32, 43, 34, 1, 41]",1
tabular_nn,generate.autofeat,0.415338,0.5846617008069522,21.6342,"[2, 1, 32, 10, 57]",1
tabular_nn,operate.keep_going,0.434457,0.5655431409062694,4.27318,"[1, 2, 2, 29, 1]",1
logistic_regression,operate.keep_going,0.442073,0.5579267535692117,9.26963,"[96, 112, 32, 64, 176]",1
tabular_nn,select.boruta,0.447914,0.5520856610800744,23.1549,"[4, 3, 1, 61, 6]",1
logistic_regression,operate.keep_going,0.458728,0.5412725015518312,5.8702,"[16, 96, 16, 16, 32]",1
logistic_regression,select.boruta,0.459839,0.54016139044072,5.92325,"[16, 96, 16, 16, 32]",1
logistic_regression,generate.autofeat,0.465394,0.5346058348851644,19.3434,"[32, 96, 16, 16, 32]",1
logistic_regression,select.boruta,0.467616,0.5323836126629422,19.6244,"[16, 96, 16, 16, 32]",1
logistic_regression,select.boruta,0.468727,0.5312725015518311,6.22661,"[16, 64, 16, 16, 32]",1
logistic_regression,operate.keep_going,0.468727,0.5312725015518311,5.82044,"[16, 64, 16, 16, 32]",1
logistic_regression,generate.autofeat,0.468771,0.5312290502793295,9.47145,"[16, 80, 32, 16, 32]",1
logistic_regression,select.boruta,0.469845,0.5301551831160769,5.62182,"[16, 64, 16, 16, 32]",1
logistic_regression,operate.keep_going,0.47095,0.5290502793296089,20.8073,"[16, 32, 16, 16, 32]",1
logistic_regression,operate.keep_going,0.47095,0.5290502793296089,25.4952,"[16, 48, 16, 16, 32]",1
logistic_regression,select.boruta,0.471024,0.528975791433892,10.2615,"[64, 112, 80, 64, 32]",1
tabular_nn,generate.autofeat,0.472533,0.5274674115456238,11.1184,"[0, 8, 53, 55, 10]",1
logistic_regression,select.boruta,0.474345,0.5256548727498449,11.7768,"[48, 96, 32, 96, 192]",1
logistic_regression,select.boruta,0.478777,0.5212228429546866,17.9438,"[16, 64, 16, 48, 32]",1
logistic_regression,select.boruta,0.47879,0.5212104283054004,22.2041,"[16, 64, 16, 48, 32]",1
logistic_regression,select.boruta,0.497747,0.5022532588454377,8.80529,"[64, 80, 64, 80, 112]",1
logistic_regression,generate.autofeat,0.506679,0.49332091868404715,18.5679,"[208, 160, 128, 224, 224]",1
tabular_nn,operate.keep_going,0.508653,0.4913469894475481,5.70006,"[7, 77, 19, 94, 53]",1
tabular_nn,generate.autofeat,0.520795,0.4792054624456859,8.66782,"[35, 20, 0, 53, 61]",1
logistic_regression,generate.autofeat,0.524426,0.47557417752948483,24.3684,"[16, 16, 16, 16, 32]",1
tabular_nn,select.boruta,0.536605,0.46339540657976414,7.83097,"[20, 25, 30, 24, 9]",1
tabular_nn,operate.keep_going,0.540205,0.4597951582867784,18.9097,"[9, 3, 9, 51, 61]",1
tabular_nn,generate.autofeat,0.551359,0.44864059590316574,8.53393,"[71, 50, 56, 16, 63]",1
tabular_nn,operate.keep_going,0.552284,0.44771570453134696,25.1592,"[8, 2, 1, 38, 0]",1
tabular_nn,generate.autofeat,0.558014,0.4419863438857853,9.04254,"[34, 7, 27, 36, 6]",1
logistic_regression,select.boruta,0.563265,0.43673494723774053,23.8196,"[176, 64, 80, 96, 112]",1
logistic_regression,select.boruta,0.579075,0.4209248913718187,13.8811,"[32, 208, 144, 288, 192]",1
logistic_regression,select.boruta,0.582452,0.4175481067659838,7.19992,"[80, 16, 144, 48, 112]",1
tabular_nn,generate.autofeat,0.60239,0.39761018001241466,10.7307,"[0, 41, 37, 29, 0]",1
logistic_regression,generate.autofeat,0.60576,0.3942396027312228,13.141,"[128, 16, 64, 96, 32]",1
tabular_nn,select.boruta,0.614687,0.38531346989447546,19.4328,"[21, 18, 41, 41, 44]",1
logistic_regression,operate.keep_going,0.62023,0.37977032898820606,22.063,"[80, 16, 256, 80, 160]",1
tabular_nn,generate.autofeat,0.625773,0.37422718808193667,14.8098,"[62, 44, 42, 10, 58]",1
tabular_nn,operate.keep_going,0.631359,0.3686405959031657,2.86772,"[18, 1, 11, 31, 8]",1
tabular_nn,select.boruta,0.648132,0.35186840471756675,9.45435,"[19, 27, 55, 5, 27]",1
tabular_nn,operate.keep_going,0.654867,0.3451334574798262,4.17552,"[28, 7, 11, 2, 37]",1
logistic_regression,operate.keep_going,0.682588,0.3174115456238361,9.02134,"[96, 128, 64, 32, 160]",1
tabular_nn,select.boruta,0.688231,0.3117690875232775,20.3365,"[12, 66, 16, 91, 19]",1
tabular_nn,generate.autofeat,0.700447,0.2995530726256983,14.6116,"[15, 20, 61, 53, 24]",1
tabular_nn,generate.autofeat,0.711539,0.28846058348851644,11.422,"[29, 7, 22, 40, 20]",1
tabular_nn,operate.keep_going,0.724966,0.27503414028553697,5.36427,"[2, 3, 6, 2, 3]",1
tabular_nn,select.boruta,0.731633,0.26836747361887026,5.09658,"[2, 5, 17, 16, 2]",1
tabular_nn,generate.autofeat,0.732775,0.26722532588454373,11.504,"[51, 16, 7, 50, 3]",1
logistic_regression,generate.autofeat,0.750478,0.24952203600248293,23.8082,"[16, 16, 16, 80, 16]",1
logistic_regression,generate.autofeat,0.756046,0.2439540657976412,4.46824,"[16, 16, 16, 16, 16]",1
